Importance,Level,Job Zone,Code,Occupation
72,77,2,43-5071.00,"Shipping, Receiving, and Inventory Clerks"
72,76,1,35-9021.00,Dishwashers
72,76,1,47-2161.00,Plasterers and Stucco Masons
72,76,2,33-9093.00,Transportation Security Screeners
72,75,2,49-3092.00,Recreational Vehicle Service Technicians
72,73,3,29-2031.00,Cardiovascular Technologists and Technicians
72,73,1,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
72,73,3,45-4011.00,Forest and Conservation Workers
72,73,2,51-4052.00,"Pourers and Casters, Metal"
72,72,2,51-3092.00,Food Batchmakers
72,71,2,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
72,70,3,49-9063.00,Musical Instrument Repairers and Tuners
72,65,2,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
72,54,2,51-2061.00,Timing Device Assemblers and Adjusters
71,83,2,39-2021.00,Animal Caretakers
71,83,3,49-3041.00,Farm Equipment Mechanics and Service Technicians
71,81,3,33-2022.00,Forest Fire Inspectors and Prevention Specialists
71,76,2,47-2211.00,Sheet Metal Workers
71,75,2,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
71,73,3,29-2035.00,Magnetic Resonance Imaging Technologists
71,73,2,49-9011.00,Mechanical Door Repairers
71,73,3,47-1011.03,Solar Energy Installation Managers
71,72,2,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
71,71,5,29-1122.00,Occupational Therapists
71,71,3,31-2011.00,Occupational Therapy Assistants
71,71,3,29-1126.00,Respiratory Therapists
71,70,2,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
71,70,2,53-3033.00,Light Truck Drivers
71,70,1,47-5051.00,"Rock Splitters, Quarry"
71,68,3,29-2099.01,Neurodiagnostic Technologists
71,68,5,29-1123.00,Physical Therapists
71,68,2,53-7065.00,Stockers and Order Fillers
71,67,2,45-2021.00,Animal Breeders
71,67,3,47-4041.00,Hazardous Materials Removal Workers
70,84,1,51-9123.00,"Painting, Coating, and Decorating Workers"
70,81,2,51-9111.00,Packaging and Filling Machine Operators and Tenders
70,77,3,49-9043.00,"Maintenance Workers, Machinery"
70,75,2,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
70,74,2,51-7021.00,Furniture Finishers
70,73,2,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
70,73,2,53-5022.00,Motorboat Operators
70,73,2,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
70,72,2,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
70,70,2,53-7061.00,Cleaners of Vehicles and Equipment
70,67,2,35-2014.00,"Cooks, Restaurant"
70,65,2,51-2021.00,"Coil Winders, Tapers, and Finishers"
70,65,2,41-2022.00,Parts Salespersons
70,63,2,35-3041.00,"Food Servers, Nonrestaurant"
70,57,1,51-6021.00,"Pressers, Textile, Garment, and Related Materials"
69,81,2,53-7071.00,Gas Compressor and Gas Pumping Station Operators
69,76,2,51-2022.00,Electrical and Electronic Equipment Assemblers
69,72,1,45-4022.00,Logging Equipment Operators
69,68,5,29-1151.00,Nurse Anesthetists
69,67,2,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
69,65,1,35-3023.01,Baristas
69,64,2,53-6031.00,Automotive and Watercraft Service Attendants
69,59,1,51-6011.00,Laundry and Dry-Cleaning Workers
68,87,2,47-4031.00,Fence Erectors
68,79,2,51-3023.00,Slaughterers and Meat Packers
68,77,2,51-8099.01,Biofuels Processing Technicians
68,77,2,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
68,76,5,25-4011.00,Archivists
68,76,2,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
68,76,2,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
68,75,2,47-2081.00,Drywall and Ceiling Tile Installers
68,74,3,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
68,73,2,39-4021.00,Funeral Attendants
68,70,1,45-3031.00,Fishing and Hunting Workers
68,70,2,43-5051.00,Postal Service Clerks
68,69,5,29-2091.00,Orthotists and Prosthetists
68,69,2,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
68,68,2,51-6041.00,Shoe and Leather Workers and Repairers
68,67,4,29-1141.03,Critical Care Nurses
68,66,2,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
68,61,2,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
67,87,2,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
67,76,4,19-4021.00,Biological Technicians
67,75,3,31-2021.00,Physical Therapist Assistants
67,68,1,35-2021.00,Food Preparation Workers
67,67,3,29-2051.00,Dietetic Technicians
67,67,2,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
67,64,1,51-9031.00,"Cutters and Trimmers, Hand"
67,61,4,21-1094.00,Community Health Workers
66,78,3,49-9041.00,Industrial Machinery Mechanics
66,78,2,53-4031.00,Railroad Conductors and Yardmasters
66,77,3,51-4041.00,Machinists
66,75,3,53-5021.00,"Captains, Mates, and Pilots of Water Vessels"
66,74,2,51-2051.00,Fiberglass Laminators and Fabricators
66,73,2,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
66,73,3,19-4071.00,Forest and Conservation Technicians
66,73,2,53-4011.00,Locomotive Engineers
66,72,2,49-3021.00,Automotive Body and Related Repairers
66,72,3,19-4031.00,Chemical Technicians
66,72,2,51-9194.00,Etchers and Engravers
66,72,3,29-1124.00,Radiation Therapists
66,69,5,25-2059.01,Adapted Physical Education Specialists
66,69,2,33-9011.00,Animal Control Workers
66,68,2,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
66,68,3,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
66,60,2,35-3011.00,Bartenders
66,58,2,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
65,82,2,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
65,73,3,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
65,73,3,51-2041.00,Structural Metal Fabricators and Fitters
65,72,2,51-9011.00,Chemical Equipment Operators and Tenders
65,72,2,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
65,67,2,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
65,66,2,43-5021.00,Couriers and Messengers
65,65,3,51-4061.00,"Model Makers, Metal and Plastic"
65,63,2,43-5011.00,Cargo and Freight Agents
64,76,2,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
64,74,3,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
64,72,3,17-3027.01,Automotive Engineering Technicians
64,68,3,49-2091.00,Avionics Technicians
64,67,2,47-5041.00,Continuous Mining Machine Operators
64,66,1,51-6031.00,Sewing Machine Operators
64,65,3,31-9091.00,Dental Assistants
64,64,1,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
64,62,3,31-2012.00,Occupational Therapy Aides
64,61,1,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
63,79,3,51-4111.00,Tool and Die Makers
63,78,2,27-2021.00,Athletes and Sports Competitors
63,75,2,51-3021.00,Butchers and Meat Cutters
63,72,3,49-9062.00,Medical Equipment Repairers
63,71,4,11-9179.01,Fitness and Wellness Coordinators
63,67,2,47-2141.00,"Painters, Construction and Maintenance"
63,65,2,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
63,65,3,39-5094.00,Skincare Specialists
63,64,2,51-8091.00,Chemical Plant and System Operators
63,64,3,47-2152.04,Solar Thermal Installers and Technicians
63,63,3,39-9031.00,Exercise Trainers and Group Fitness Instructors
63,60,3,25-4031.00,Library Technicians
63,60,2,43-5041.00,"Meter Readers, Utilities"
63,59,2,37-2021.00,Pest Control Workers
62,70,3,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
62,68,4,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
62,66,2,51-8013.00,Power Plant Operators
62,66,2,35-3031.00,Waiters and Waitresses
62,65,5,29-1011.00,Chiropractors
62,65,2,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
62,65,3,29-2033.00,Nuclear Medicine Technologists
62,65,3,29-2081.00,"Opticians, Dispensing"
62,65,2,51-4121.00,"Welders, Cutters, Solderers, and Brazers"
62,63,2,51-9081.00,Dental Laboratory Technicians
61,70,2,45-4023.00,Log Graders and Scalers
61,68,3,51-8021.00,Stationary Engineers and Boiler Operators
61,67,3,17-3026.00,Industrial Engineering Technologists and Technicians
61,66,3,27-4011.00,Audio and Video Technicians
61,64,2,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
61,63,2,35-2015.00,"Cooks, Short Order"
61,62,3,25-1194.00,"Career/Technical Education Teachers, Postsecondary"
61,62,2,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
61,56,2,41-2031.00,Retail Salespersons
61,53,3,39-5011.00,Barbers
60,78,5,29-1229.06,Sports Medicine Physicians
60,72,3,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
60,66,3,13-1041.06,Coroners
60,66,4,29-2011.00,Medical and Clinical Laboratory Technologists
60,61,3,29-2032.00,Diagnostic Medical Sonographers
60,61,2,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
60,60,2,51-9083.00,Ophthalmic Laboratory Technicians
60,59,3,51-9071.06,Gem and Diamond Workers
60,59,2,31-1122.00,Personal Care Aides
60,55,2,27-1023.00,Floral Designers
59,70,2,51-2023.00,Electromechanical Equipment Assemblers
59,69,2,39-2011.00,Animal Trainers
59,65,2,47-5044.00,"Loading and Moving Machine Operators, Underground Mining"
59,59,3,31-9011.00,Massage Therapists
59,56,3,31-9097.00,Phlebotomists
59,54,3,39-5091.00,"Makeup Artists, Theatrical and Performance"
59,53,2,35-2012.00,"Cooks, Institution and Cafeteria"
58,70,4,11-3051.00,Industrial Production Managers
58,68,3,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers"
58,66,4,17-1022.00,Surveyors
58,64,2,51-8013.03,Biomass Plant Technicians
58,59,3,51-9162.00,Computer Numerically Controlled Tool Programmers
58,50,2,33-3041.00,Parking Enforcement Workers
58,40,5,29-1023.00,Orthodontists
57,76,4,19-1031.02,Range Managers
57,70,2,31-9095.00,Pharmacy Aides
57,68,3,53-2012.00,Commercial Pilots
57,64,5,29-1161.00,Nurse Midwives
57,64,3,27-4021.00,Photographers
57,63,3,51-9082.00,Medical Appliance Technicians
57,59,4,29-1125.00,Recreational Therapists
56,74,4,33-3031.00,Fish and Game Wardens
56,74,3,49-9097.00,Signal and Track Switch Repairers
56,72,3,11-9171.00,Funeral Home Managers
56,70,4,27-2032.00,Choreographers
56,68,2,53-7073.00,Wellhead Pumpers
56,67,5,29-1071.01,Anesthesiologist Assistants
56,67,3,17-3024.01,Robotics Technicians
56,66,4,19-1031.03,Park Naturalists
56,64,4,29-1128.00,Exercise Physiologists
56,63,3,49-2097.00,Audiovisual Equipment Installers and Repairers
56,63,2,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
56,63,3,51-1011.00,First-Line Supervisors of Production and Operating Workers
56,63,4,29-1129.02,Music Therapists
56,59,5,29-1081.00,Podiatrists
56,58,3,53-6041.00,Traffic Technicians
56,56,5,29-1021.00,"Dentists, General"
56,53,4,13-1121.00,"Meeting, Convention, and Event Planners"
56,52,4,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
55,70,5,29-1291.00,Acupuncturists
55,65,3,51-8031.00,Water and Wastewater Treatment Plant and System Operators
55,62,2,39-7012.00,Travel Guides
55,60,5,29-1211.00,Anesthesiologists
55,56,2,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
55,55,2,47-3016.00,Helpers--Roofers
55,53,2,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
55,51,5,29-1024.00,Prosthodontists
55,50,3,35-2013.00,"Cooks, Private Household"
55,49,3,29-2053.00,Psychiatric Technicians
54,65,2,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
54,64,3,49-9064.00,Watch and Clock Repairers
54,61,2,11-9051.00,Food Service Managers
54,61,3,27-4014.00,Sound Engineering Technicians
54,59,3,53-2022.00,Airfield Operations Specialists
54,55,4,27-2022.00,Coaches and Scouts
54,55,3,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
54,51,2,43-9071.00,"Office Machine Operators, Except Computer"
54,50,3,31-1131.00,Nursing Assistants
54,49,3,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
54,47,1,37-2012.00,Maids and Housekeeping Cleaners
53,64,3,33-2021.00,Fire Inspectors and Investigators
53,61,3,11-3012.00,Administrative Services Managers
53,61,3,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
53,61,3,17-3029.08,Photonics Technicians
53,60,2,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
53,59,4,29-2011.01,Cytogenetic Technologists
53,58,5,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
53,57,5,29-9099.01,Midwives
53,51,3,51-9071.00,Jewelers and Precious Stone and Metal Workers
53,44,2,53-6021.00,Parking Attendants
53,44,3,33-3052.00,Transit and Railroad Police
52,73,3,19-4012.00,Agricultural Technicians
52,68,3,19-4051.00,Nuclear Technicians
52,65,3,15-1232.00,Computer User Support Specialists
52,61,5,25-2051.00,"Special Education Teachers, Preschool"
52,60,3,53-6051.01,Aviation Inspectors
52,60,3,31-9092.00,Medical Assistants
52,56,2,41-2011.00,Cashiers
52,56,3,51-6092.00,Fabric and Apparel Patternmakers
52,56,4,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
52,53,3,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
52,50,2,41-9011.00,Demonstrators and Product Promoters
52,50,4,39-9032.00,Recreation Workers
51,60,2,43-4071.00,File Clerks
51,60,4,19-4092.00,Forensic Science Technicians
51,60,3,29-2012.00,Medical and Clinical Laboratory Technicians
51,60,2,17-3029.01,Non-Destructive Testing Specialists
51,57,2,27-2011.00,Actors
51,56,5,19-1022.00,Microbiologists
51,56,5,25-1072.00,"Nursing Instructors and Teachers, Postsecondary"
51,55,2,39-3021.00,Motion Picture Projectionists
51,54,3,33-3051.00,Police and Sheriff's Patrol Officers
51,53,5,29-1041.00,Optometrists
50,64,3,17-3027.00,Mechanical Engineering Technologists and Technicians
50,60,3,47-4011.01,Energy Auditors
50,59,4,19-1031.00,Conservation Scientists
50,58,5,29-1181.00,Audiologists
50,58,4,19-2031.00,Chemists
50,58,3,29-2052.00,Pharmacy Technicians
50,54,2,45-2011.00,Agricultural Inspectors
50,54,1,35-2011.00,"Cooks, Fast Food"
49,68,2,53-1042.01,Recycling Coordinators
49,59,5,19-3091.00,Anthropologists and Archeologists
49,56,3,27-4012.00,Broadcast Technicians
49,55,3,51-4062.00,"Patternmakers, Metal and Plastic"
49,52,5,29-1218.00,Obstetricians and Gynecologists
49,48,2,39-9011.01,Nannies
49,47,2,39-3011.00,Gambling Dealers
48,58,3,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
48,58,4,17-1022.01,Geodetic Surveyors
48,53,2,41-1011.00,First-Line Supervisors of Retail Sales Workers
48,48,2,43-3041.00,Gambling Cage Workers
47,59,4,25-2032.00,"Career/Technical Education Teachers, Secondary School"
47,56,2,41-2021.00,Counter and Rental Clerks
47,53,1,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers
47,51,2,47-2082.00,Tapers
47,48,4,27-2012.05,Media Technical Directors/Managers
47,44,2,47-4051.00,Highway Maintenance Workers
47,43,2,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
46,60,5,19-1029.04,Biologists
46,57,5,29-1131.00,Veterinarians
46,55,3,33-3011.00,Bailiffs
46,55,4,17-3026.01,Nanotechnology Engineering Technologists and Technicians
46,51,3,33-3021.02,Police Identification and Records Officers
46,47,2,41-2012.00,Gambling Change Persons and Booth Cashiers
46,45,3,29-2061.00,Licensed Practical and Licensed Vocational Nurses
45,65,5,25-1041.00,"Agricultural Sciences Teachers, Postsecondary"
45,57,5,29-1129.01,Art Therapists
45,55,5,25-1071.00,"Health Specialties Teachers, Postsecondary"
45,51,5,29-1216.00,General Internal Medicine Physicians
45,50,2,51-3011.00,Bakers
45,49,3,33-1011.00,First-Line Supervisors of Correctional Officers
45,49,3,19-4099.01,Quality Control Analysts
45,45,3,49-9061.00,Camera and Photographic Equipment Repairers
45,44,5,29-1229.04,Physical Medicine and Rehabilitation Physicians
45,42,2,33-9091.00,Crossing Guards and Flaggers
44,58,5,29-1051.00,Pharmacists
44,55,2,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
44,54,3,33-3051.04,Customs and Border Protection Officers
44,51,3,43-6011.00,Executive Secretaries and Executive Administrative Assistants
44,51,2,39-5093.00,Shampooers
44,50,4,19-1032.00,Foresters
44,49,5,19-1021.00,Biochemists and Biophysicists
44,48,5,29-1022.00,Oral and Maxillofacial Surgeons
44,47,5,29-2011.02,Cytotechnologists
44,47,5,29-1071.00,Physician Assistants
44,47,2,43-4171.00,Receptionists and Information Clerks
43,62,1,39-3091.00,Amusement and Recreation Attendants
43,62,3,19-4051.02,Nuclear Monitoring Technicians
43,53,5,29-9091.00,Athletic Trainers
