Importance,Level,Job Zone,Code,Occupation
53,54,1,37-3011.00,Landscaping and Groundskeeping Workers
53,52,2,53-7051.00,Industrial Truck and Tractor Operators
53,52,2,53-3033.00,Light Truck Drivers
53,52,2,53-5011.00,Sailors and Marine Oilers
53,50,2,47-3012.00,Helpers--Carpenters
53,48,3,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
53,48,2,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
53,48,2,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
53,48,2,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
53,46,2,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
53,46,2,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
53,46,2,47-2181.00,Roofers
53,46,2,47-2211.00,Sheet Metal Workers
53,46,2,51-9195.03,"Stone Cutters and Carvers, Manufacturing"
53,46,2,47-2044.00,Tile and Stone Setters
53,45,1,45-2091.00,Agricultural Equipment Operators
53,45,2,39-2021.00,Animal Caretakers
53,45,2,33-9011.00,Animal Control Workers
53,45,2,49-3022.00,Automotive Glass Installers and Repairers
53,45,2,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
53,45,2,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
53,45,2,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
53,45,2,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
53,45,2,51-2051.00,Fiberglass Laminators and Fabricators
53,45,3,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers
53,45,2,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
53,45,1,47-2043.00,Floor Sanders and Finishers
53,45,2,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
53,45,3,49-9041.00,Industrial Machinery Mechanics
53,45,2,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
53,45,2,51-4051.00,Metal-Refining Furnace Operators and Tenders
53,45,3,49-3052.00,Motorcycle Mechanics
53,45,3,51-7032.00,"Patternmakers, Wood"
53,45,5,29-1123.00,Physical Therapists
53,45,2,47-2151.00,Pipelayers
53,45,2,49-9096.00,Riggers
53,45,1,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
53,45,2,51-3023.00,Slaughterers and Meat Packers
53,45,2,51-9197.00,Tire Builders
53,45,2,53-7073.00,Wellhead Pumpers
53,43,2,53-6031.00,Automotive and Watercraft Service Attendants
53,43,1,53-7011.00,Conveyor Operators and Tenders
53,43,2,51-2031.00,Engine and Other Machine Assemblers
53,43,2,47-2121.00,Glaziers
53,43,2,47-2132.00,"Insulation Workers, Mechanical"
53,43,3,29-2061.00,Licensed Practical and Licensed Vocational Nurses
53,43,3,31-2011.00,Occupational Therapy Assistants
53,43,3,31-2021.00,Physical Therapist Assistants
53,43,2,49-3092.00,Recreational Vehicle Service Technicians
53,43,2,47-5013.00,"Service Unit Operators, Oil and Gas"
53,43,2,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
53,43,2,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
50,54,2,33-3012.00,Correctional Officers and Jailers
50,54,2,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
50,50,2,47-5041.00,Continuous Mining Machine Operators
50,50,2,51-6093.00,Upholsterers
50,48,2,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
50,48,2,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
50,46,3,33-3011.00,Bailiffs
50,46,3,29-9093.00,Surgical Assistants
50,45,2,49-3021.00,Automotive Body and Related Repairers
50,45,3,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
50,45,3,47-4041.00,Hazardous Materials Removal Workers
50,45,3,49-9071.00,"Maintenance and Repair Workers, General"
50,45,2,53-5022.00,Motorboat Operators
50,45,3,47-2152.00,"Plumbers, Pipefitters, and Steamfitters"
50,45,2,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
50,45,4,29-1141.00,Registered Nurses
50,45,3,33-3052.00,Transit and Railroad Police
50,45,3,49-9081.00,Wind Turbine Service Technicians
50,43,5,25-2059.01,Adapted Physical Education Specialists
50,43,5,29-9091.00,Athletic Trainers
50,43,1,51-9031.00,"Cutters and Trimmers, Hand"
50,43,2,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
50,43,1,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers
50,43,2,53-3031.00,Driver/Sales Workers
50,43,3,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
50,43,3,19-4071.00,Forest and Conservation Technicians
50,43,2,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall"
50,43,3,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
50,43,2,53-7063.00,Machine Feeders and Offbearers
50,43,3,49-9043.00,"Maintenance Workers, Machinery"
50,43,3,31-9011.00,Massage Therapists
50,43,2,31-9093.00,Medical Equipment Preparers
50,43,3,27-1026.00,Merchandise Displayers and Window Trimmers
50,43,2,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
50,43,2,47-2073.00,Operating Engineers and Other Construction Equipment Operators
50,43,2,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics
50,43,2,53-7064.00,"Packers and Packagers, Hand"
50,43,2,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
50,43,2,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
50,43,2,51-4052.00,"Pourers and Casters, Metal"
50,43,2,51-5112.00,Printing Press Operators
50,43,2,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
50,43,3,51-2041.00,Structural Metal Fabricators and Fitters
50,43,3,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
50,43,2,49-9052.00,Telecommunications Line Installers and Repairers
50,43,2,51-4194.00,"Tool Grinders, Filers, and Sharpeners"
50,43,2,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
50,41,2,45-2021.00,Animal Breeders
50,41,2,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
50,41,2,49-9031.00,Home Appliance Repairers
50,41,3,49-3051.00,Motorboat Mechanics and Service Technicians
50,41,2,47-2141.00,"Painters, Construction and Maintenance"
50,41,2,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood"
50,41,2,47-2231.00,Solar Photovoltaic Installers
50,41,2,53-7065.00,Stockers and Order Fillers
50,41,2,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
50,39,2,39-4021.00,Funeral Attendants
47,50,2,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
47,48,2,47-5012.00,"Rotary Drill Operators, Oil and Gas"
47,48,2,33-9093.00,Transportation Security Screeners
47,45,2,31-1133.00,Psychiatric Aides
47,43,3,49-3011.00,Aircraft Mechanics and Service Technicians
47,43,2,39-2011.00,Animal Trainers
47,43,2,49-3091.00,Bicycle Repairers
47,43,2,51-3021.00,Butchers and Meat Cutters
47,43,5,29-1011.00,Chiropractors
47,43,3,39-4011.00,Embalmers
47,43,2,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
47,43,2,47-3013.00,Helpers--Electricians
47,43,2,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
47,43,3,31-2012.00,Occupational Therapy Aides
47,43,2,53-7062.04,Recycling and Reclamation Workers
47,43,3,47-2152.04,Solar Thermal Installers and Technicians
47,43,2,47-4099.03,Weatherization Installers and Technicians
47,41,4,27-2022.00,Coaches and Scouts
47,41,2,51-9161.00,Computer Numerically Controlled Tool Operators
47,41,4,29-1141.03,Critical Care Nurses
47,41,2,53-7031.00,Dredge Operators
47,41,2,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
47,41,3,49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
47,41,4,33-3031.00,Fish and Game Wardens
47,41,2,53-2031.00,Flight Attendants
47,41,2,31-1121.00,Home Health Aides
47,41,1,45-4022.00,Logging Equipment Operators
47,41,2,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
47,41,2,31-2022.00,Physical Therapist Aides
47,41,3,51-9195.05,"Potters, Manufacturing"
47,41,3,29-2053.00,Psychiatric Technicians
47,41,3,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
47,41,3,49-9097.00,Signal and Track Switch Repairers
47,41,3,29-2056.00,Veterinary Technologists and Technicians
47,39,2,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
47,39,3,49-3023.00,Automotive Service Technicians and Mechanics
47,39,3,53-5021.00,"Captains, Mates, and Pilots of Water Vessels"
47,39,2,51-9011.00,Chemical Equipment Operators and Tenders
47,39,1,35-9021.00,Dishwashers
47,39,2,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
47,39,2,51-2092.00,Team Assemblers
47,37,3,35-2013.00,"Cooks, Private Household"
47,37,2,43-5021.00,Couriers and Messengers
47,37,2,51-9022.00,"Grinding and Polishing Workers, Hand"
47,37,2,43-5052.00,Postal Service Mail Carriers
47,36,2,31-1122.00,Personal Care Aides
47,36,2,37-2021.00,Pest Control Workers
47,34,2,43-5041.00,"Meter Readers, Utilities"
47,30,1,37-2012.00,Maids and Housekeeping Cleaners
44,46,3,47-2111.00,Electricians
44,43,2,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
44,43,3,33-1012.00,First-Line Supervisors of Police and Detectives
44,43,3,29-2055.00,Surgical Technologists
44,41,3,53-7021.00,Crane and Tower Operators
44,41,3,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
44,41,2,47-5044.00,"Loading and Moving Machine Operators, Underground Mining"
44,41,2,49-9094.00,Locksmiths and Safe Repairers
44,41,2,39-9011.01,Nannies
44,41,2,51-9111.00,Packaging and Filling Machine Operators and Tenders
44,41,3,29-2034.00,Radiologic Technologists and Technicians
44,41,3,53-5031.00,Ship Engineers
44,41,2,43-5071.00,"Shipping, Receiving, and Inventory Clerks"
44,41,2,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers
44,39,4,11-9179.01,Fitness and Wellness Coordinators
44,39,3,51-4061.00,"Model Makers, Metal and Plastic"
44,39,2,51-5113.00,Print Binding and Finishing Workers
44,39,2,33-9032.00,Security Guards
44,39,3,51-8021.00,Stationary Engineers and Boiler Operators
44,38,2,51-9141.00,Semiconductor Processing Technicians
44,37,2,51-8013.03,Biomass Plant Technicians
44,37,2,51-2022.00,Electrical and Electronic Equipment Assemblers
44,37,2,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
44,37,2,47-2072.00,Pile Driver Operators
44,37,2,43-5051.00,Postal Service Clerks
44,36,3,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
44,34,2,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
44,34,2,51-3093.00,Food Cooking Machine Operators and Tenders
44,34,5,29-1161.00,Nurse Midwives
44,34,5,29-1122.00,Occupational Therapists
44,32,2,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
44,32,4,25-4013.00,Museum Technicians and Conservators
44,32,2,35-3031.00,Waiters and Waitresses
44,Not available,2,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
42,37,2,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
41,45,2,53-7041.00,Hoist and Winch Operators
41,41,2,51-8099.01,Biofuels Processing Technicians
41,41,3,27-4031.00,"Camera Operators, Television, Video, and Film"
41,41,2,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
41,41,2,49-9099.01,Geothermal Technicians
41,41,2,47-2142.00,Paperhangers
41,41,3,29-1124.00,Radiation Therapists
41,41,2,51-4121.00,"Welders, Cutters, Solderers, and Brazers"
41,39,2,31-9099.02,Endoscopy Technicians
41,39,4,19-1032.00,Foresters
41,39,2,51-4192.00,"Layout Workers, Metal and Plastic"
41,39,3,49-9063.00,Musical Instrument Repairers and Tuners
41,37,2,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
41,37,3,51-9082.00,Medical Appliance Technicians
41,37,3,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers"
41,37,2,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
41,36,2,51-8091.00,Chemical Plant and System Operators
41,36,3,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
41,36,3,47-4021.00,Elevator and Escalator Installers and Repairers
41,36,1,45-2041.00,"Graders and Sorters, Agricultural Products"
41,36,2,41-2022.00,Parts Salespersons
41,36,2,53-4031.00,Railroad Conductors and Yardmasters
41,36,2,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
41,34,2,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
41,34,3,51-7031.00,"Model Makers, Wood"
41,32,1,35-3023.01,Baristas
41,32,2,51-6042.00,Shoe Machine Operators and Tenders
41,30,3,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
41,30,2,33-3041.00,Parking Enforcement Workers
38,39,3,33-3051.04,Customs and Border Protection Officers
38,39,3,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
38,39,2,45-4023.00,Log Graders and Scalers
38,37,5,29-1071.01,Anesthesiologist Assistants
38,37,2,53-4011.00,Locomotive Engineers
38,37,3,51-4041.00,Machinists
38,37,4,29-1125.00,Recreational Therapists
38,37,3,17-3024.01,Robotics Technicians
38,36,3,33-3021.00,Detectives and Criminal Investigators
38,36,3,51-8013.04,Hydroelectric Plant Technicians
38,36,2,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
38,34,3,49-2097.00,Audiovisual Equipment Installers and Repairers
38,34,4,27-2032.00,Choreographers
38,34,2,53-6021.00,Parking Attendants
38,34,3,47-1011.03,Solar Energy Installation Managers
38,32,3,27-1012.00,Craft Artists
38,32,1,51-6021.00,"Pressers, Textile, Garment, and Related Materials"
38,30,4,19-1031.00,Conservation Scientists
38,30,1,35-2021.00,Food Preparation Workers
35,36,2,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
35,36,2,47-2082.00,Tapers
35,34,2,51-2021.00,"Coil Winders, Tapers, and Finishers"
35,34,2,47-5023.00,"Earth Drillers, Except Oil and Gas"
35,34,2,51-2023.00,Electromechanical Equipment Assemblers
35,34,2,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
35,34,5,29-1229.06,Sports Medicine Physicians
35,32,2,39-9011.00,Childcare Workers
35,32,3,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
35,32,2,35-2014.00,"Cooks, Restaurant"
35,32,1,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers"
35,32,5,29-1229.04,Physical Medicine and Rehabilitation Physicians
35,32,3,49-2098.00,Security and Fire Alarm Systems Installers
35,30,3,17-3027.01,Automotive Engineering Technicians
35,30,3,27-4012.00,Broadcast Technicians
35,30,2,51-3092.00,Food Batchmakers
35,30,2,35-3041.00,"Food Servers, Nonrestaurant"
35,30,3,19-4092.00,Forensic Science Technicians
35,30,3,49-9062.00,Medical Equipment Repairers
35,30,4,19-1031.03,Park Naturalists
35,30,4,39-9032.00,Recreation Workers
35,29,2,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
35,29,2,53-6061.00,Passenger Attendants
35,29,2,53-4041.00,Subway and Streetcar Operators
33,35,4,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
31,41,3,29-1141.01,Acute Care Nurses
31,41,3,51-4111.00,Tool and Die Makers
31,39,3,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
31,37,2,35-3011.00,Bartenders
31,34,3,13-1041.06,Coroners
31,34,2,53-7071.00,Gas Compressor and Gas Pumping Station Operators
31,34,3,29-1126.00,Respiratory Therapists
31,34,4,53-6051.00,Transportation Inspectors
31,34,5,29-1229.03,Urologists
31,32,3,19-4012.00,Agricultural Technicians
31,32,3,53-2012.00,Commercial Pilots
31,32,1,35-2011.00,"Cooks, Fast Food"
31,32,3,29-2032.00,Diagnostic Medical Sonographers
31,32,4,17-3025.00,Environmental Engineering Technologists and Technicians
31,32,2,51-9194.00,Etchers and Engravers
31,32,4,29-1128.00,Exercise Physiologists
31,32,3,33-2021.00,Fire Inspectors and Investigators
31,32,3,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
31,32,2,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
31,32,3,33-2022.00,Forest Fire Inspectors and Prevention Specialists
31,32,5,29-1151.00,Nurse Anesthetists
31,30,5,29-1211.00,Anesthesiologists
31,30,3,35-1011.00,Chefs and Head Cooks
31,30,2,53-7061.00,Cleaners of Vehicles and Equipment
31,30,2,39-3092.00,Costume Attendants
31,30,2,41-9011.00,Demonstrators and Product Promoters
31,30,2,51-8092.00,Gas Plant Operators
31,30,1,51-6011.00,Laundry and Dry-Cleaning Workers
31,30,3,29-2035.00,Magnetic Resonance Imaging Technologists
31,30,5,29-9099.01,Midwives
31,30,2,51-9151.00,Photographic Process Workers and Processing Machine Operators
31,30,2,51-6041.00,Shoe and Leather Workers and Repairers
31,29,3,29-2031.00,Cardiovascular Technologists and Technicians
31,29,2,41-2011.00,Cashiers
31,29,4,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
31,29,3,25-4031.00,Library Technicians
31,29,2,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
31,27,4,19-4021.00,Biological Technicians
31,27,4,25-2012.00,"Kindergarten Teachers, Except Special Education"
31,25,2,39-1013.00,First-Line Supervisors of Gambling Services Workers
31,21,2,39-5093.00,Shampooers
28,37,2,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
28,36,5,29-1141.04,Clinical Nurse Specialists
28,36,5,29-1131.00,Veterinarians
28,32,3,27-4011.00,Audio and Video Technicians
28,32,2,53-6011.00,Bridge and Lock Tenders
28,32,2,35-2012.00,"Cooks, Institution and Cafeteria"
28,32,2,51-8013.00,Power Plant Operators
28,30,4,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
28,30,3,49-2091.00,Avionics Technicians
28,30,3,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
28,30,3,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
28,30,3,47-4011.01,Energy Auditors
28,30,2,13-1074.00,Farm Labor Contractors
28,30,3,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
28,30,2,11-9051.00,Food Service Managers
28,30,5,29-1229.02,Hospitalists
28,30,3,17-3027.00,Mechanical Engineering Technologists and Technicians
28,30,3,31-9092.00,Medical Assistants
28,30,2,17-3029.01,Non-Destructive Testing Specialists
28,30,5,29-1171.00,Nurse Practitioners
28,30,5,29-1218.00,Obstetricians and Gynecologists
28,30,2,43-9071.00,"Office Machine Operators, Except Computer"
28,30,5,29-2091.00,Orthotists and Prosthetists
28,30,1,51-9123.00,"Painting, Coating, and Decorating Workers"
28,30,3,51-4062.00,"Patternmakers, Metal and Plastic"
28,30,5,29-1071.00,Physician Assistants
28,30,4,21-1092.00,Probation Officers and Correctional Treatment Specialists
28,30,2,33-9099.02,Retail Loss Prevention Specialists
28,30,1,51-6031.00,Sewing Machine Operators
28,30,2,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
28,30,3,51-8031.00,Water and Wastewater Treatment Plant and System Operators
28,29,4,25-2032.00,"Career/Technical Education Teachers, Secondary School"
28,29,3,51-9162.00,Computer Numerically Controlled Tool Programmers
28,29,3,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
28,29,3,29-2051.00,Dietetic Technicians
28,29,3,51-6092.00,Fabric and Apparel Patternmakers
28,29,2,43-4071.00,File Clerks
28,29,3,51-1011.00,First-Line Supervisors of Production and Operating Workers
28,29,2,43-4121.00,"Library Assistants, Clerical"
28,29,3,39-5091.00,"Makeup Artists, Theatrical and Performance"
28,29,3,19-4051.02,Nuclear Monitoring Technicians
28,29,2,31-9095.00,Pharmacy Aides
28,29,3,31-9097.00,Phlebotomists
28,29,3,33-3021.02,Police Identification and Records Officers
28,29,3,25-2011.00,"Preschool Teachers, Except Special Education"
28,29,3,19-4099.01,Quality Control Analysts
28,29,4,17-1022.00,Surveyors
28,27,2,51-3011.00,Bakers
28,27,2,53-3052.00,"Bus Drivers, Transit and Intercity"
28,27,3,19-4031.00,Chemical Technicians
28,27,5,25-4012.00,Curators
28,27,3,31-9091.00,Dental Assistants
28,27,4,19-4042.00,"Environmental Science and Protection Technicians, Including Health"
28,27,3,13-1041.04,Government Property Inspectors and Investigators
28,27,4,11-9199.08,Loss Prevention Managers
28,27,4,17-2112.03,Manufacturing Engineers
28,27,3,39-5094.00,Skincare Specialists
28,27,5,19-1013.00,Soil and Plant Scientists
28,25,4,21-1094.00,Community Health Workers
28,25,3,29-2099.01,Neurodiagnostic Technologists
28,25,5,29-1081.00,Podiatrists
28,25,2,53-1042.01,Recycling Coordinators
28,25,2,51-6051.00,"Sewers, Hand"
28,23,5,29-1291.00,Acupuncturists
28,23,4,11-3051.04,Biomass Power Plant Managers
28,23,5,19-2043.00,Hydrologists
28,23,3,27-4014.00,Sound Engineering Technicians
28,23,2,27-2023.00,"Umpires, Referees, and Other Sports Officials"
28,23,2,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
28,21,2,27-1023.00,Floral Designers
28,21,5,27-1027.00,Set and Exhibit Designers
25,32,2,41-1011.00,First-Line Supervisors of Retail Sales Workers
25,29,2,45-2011.00,Agricultural Inspectors
25,29,1,39-3091.00,Amusement and Recreation Attendants
25,29,5,19-3091.00,Anthropologists and Archeologists
25,29,3,53-6051.01,Aviation Inspectors
25,29,2,35-2015.00,"Cooks, Short Order"
25,29,2,41-2021.00,Counter and Rental Clerks
25,29,5,29-1021.00,"Dentists, General"
25,29,2,39-3021.00,Motion Picture Projectionists
25,29,4,29-1129.02,Music Therapists
25,29,3,27-4021.00,Photographers
25,29,3,19-4012.01,Precision Agriculture Technicians
25,29,4,19-1031.02,Range Managers
25,29,4,19-1023.00,Zoologists and Wildlife Biologists
25,27,2,27-2011.00,Actors
25,27,5,29-1141.02,Advanced Practice Psychiatric Nurses
25,27,5,25-4011.00,Archivists
25,27,3,25-1194.00,"Career/Technical Education Teachers, Postsecondary"
25,27,3,15-1232.00,Computer User Support Specialists
25,27,3,29-1292.00,Dental Hygienists
25,27,4,13-1041.01,Environmental Compliance Inspectors
25,27,3,39-1022.00,First-Line Supervisors of Personal Service Workers
25,27,3,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
25,27,5,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
25,27,3,29-2012.00,Medical and Clinical Laboratory Technicians
25,27,4,29-2011.00,Medical and Clinical Laboratory Technologists
25,27,3,29-2033.00,Nuclear Medicine Technologists
25,27,3,19-4051.00,Nuclear Technicians
25,27,3,29-2052.00,Pharmacy Technicians
25,27,3,17-3029.08,Photonics Technicians
25,27,3,11-9199.09,Wind Energy Operations Managers
25,25,5,29-1129.01,Art Therapists
25,25,2,41-2012.00,Gambling Change Persons and Booth Cashiers
25,25,5,21-1011.00,Substance Abuse and Behavioral Disorder Counselors
25,23,3,49-9061.00,Camera and Photographic Equipment Repairers
25,23,4,17-1022.01,Geodetic Surveyors
